"","microbe","Comparison","deseq_LFC","deseq_padj","M2_coef","M2_padj","Num_not_zero"
"193","PWY-5899: superpathway of menaquinol-13 biosynthesis","StatusTS",0.128411323157839,0.999019755834011,0.127278048962905,0.95021296874201,22
"194","PWY-5910: superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)","StatusTS",0,NA,-0.0337265758391242,0.659949887203748,1
"195","PWY-5913: TCA cycle VI (obligate autotrophs)","StatusTS",-0.459096684008798,0.999019755834011,-4.17700637721126,0.636902450032641,65
"196","PWY-5918: superpathay of heme biosynthesis from glutamate","StatusTS",0.0894570405685208,0.999019755834011,0.0517795590781583,0.970243782604118,31
"197","PWY-5920: superpathway of heme biosynthesis from glycine","StatusTS",-0.503020110426971,0.999019755834011,-0.0950861901614972,0.881138672268458,14
"198","PWY-5941: glycogen degradation II (eukaryotic)","StatusTS",0.254739594957646,0.999019755834011,1.56047639323021,0.880714218806451,48
"199","PWY-5971: palmitate biosynthesis II (bacteria and plants)","StatusTS",0.0353248682171974,0.999019755834011,0.261870579571535,0.961079459610424,55
"200","PWY-5973: cis-vaccenate biosynthesis","StatusTS",-0.09655043605528,0.999019755834011,-1.19613300997062,0.918849318345177,66
"201","PWY-5989: stearate biosynthesis II (bacteria and plants)","StatusTS",-0.074454181843487,0.999019755834011,-0.251309372297558,0.959166290585857,65
"202","PWY-5994: palmitate biosynthesis I (animals and fungi)","StatusTS",0.540602046382124,0.999019755834011,0.710669381715047,0.736304003404423,39
"203","PWY-6113: superpathway of mycolate biosynthesis","StatusTS",0.116831605252784,0.999019755834011,0.614053613853164,0.918849318345177,55
"204","PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I","StatusTS",0.0522961922497408,0.999019755834011,5.10574288972025,0.870417125645731,66
"205","PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II","StatusTS",0.0499982085255994,0.999019755834011,5.42377596104215,0.870417125645731,66
"206","PWY-6123: inosine-5'-phosphate biosynthesis I","StatusTS",0.0214892941460832,0.999019755834011,2.82510576510307,0.878540100810783,66
"207","PWY-6124: inosine-5'-phosphate biosynthesis II","StatusTS",0.0141812569962911,0.999019755834011,2.22296061126683,0.889195785248179,66
"208","PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II","StatusTS",-0.212030278104591,0.999019755834011,-2.96648643590392,0.869385374458352,66
"209","PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II","StatusTS",-0.00160813399484733,0.999019755834011,1.96220167070546,0.918849318345177,66
"210","PWY-6143: CMP-pseudaminate biosynthesis","StatusTS",-1.05981606430442,0.999019755834011,-0.017323423098315,0.984173120127117,15
"211","PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I","StatusTS",0.0585508876510139,0.999019755834011,0.845201200473869,0.929593713564665,65
"212","PWY-6151: S-adenosyl-L-methionine cycle I","StatusTS",-0.0482020121310223,0.999019755834011,-0.323424800058695,0.989591943021145,66
"213","PWY-6163: chorismate biosynthesis from 3-dehydroquinate","StatusTS",0.00239094056215403,0.999019755834011,3.16016415174669,0.913056113894564,66
"214","PWY-6167: flavin biosynthesis II (archaea)","StatusTS",0,NA,-0.469055644729963,0.635868874722512,2
"215","PWY-6168: flavin biosynthesis III (fungi)","StatusTS",0.0418551572333216,0.999019755834011,3.18862591835326,0.890709619807061,66
"216","PWY-6174: mevalonate pathway II (archaea)","StatusTS",0,NA,-0.0359750142283992,0.659949887203748,1
"217","PWY-621: sucrose degradation III (sucrose invertase)","StatusTS",-0.00252052613324966,0.999019755834011,0.884515890187105,0.95021296874201,66
"218","PWY-622: starch biosynthesis","StatusTS",-0.339098230893302,0.999019755834011,-2.07202150636847,0.880714218806451,56
"219","PWY-6263: superpathway of menaquinol-8 biosynthesis II","StatusTS",0.204099983099203,0.999019755834011,0.126899061535744,0.918849318345177,32
"220","PWY-6270: isoprene biosynthesis I","StatusTS",-0.525796629119757,0.999019755834011,-4.94727237653124,0.649176472450074,60
"221","PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis","StatusTS",0.0499982085255994,0.999019755834011,5.42377596104215,0.870417125645731,66
"222","PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)","StatusTS",-0.213136468725737,0.999019755834011,-0.829639526398906,0.871348227380066,63
"223","PWY-6284: superpathway of unsaturated fatty acids biosynthesis (E. coli)","StatusTS",0.210547140926804,0.999019755834011,0.710004631672981,0.870417125645731,55
"224","PWY-6285: superpathway of fatty acids biosynthesis (E. coli)","StatusTS",4.82266255551863,NA,0.416489177797882,0.818822096499768,8
"225","PWY-6305: putrescine biosynthesis IV","StatusTS",0.0731367617307663,0.999019755834011,2.38088072405614,0.882817252697782,66
"226","PWY-6317: galactose degradation I (Leloir pathway)","StatusTS",0.194646238494794,0.999019755834011,10.5291096959374,0.635868874722512,66
"227","PWY-6318: L-phenylalanine degradation IV (mammalian, via side chain)","StatusTS",2.41750972242246,0.999019755834011,0.264687703417491,0.446226504605252,10
"228","PWY-6349: CDP-archaeol biosynthesis","StatusTS",0,NA,-0.121415673020847,0.659949887203748,1
"229","PWY-6353: purine nucleotides degradation II (aerobic)","StatusTS",0.312600917262314,0.999019755834011,6.03943235837082,0.598124164842797,66
"230","PWY-6385: peptidoglycan biosynthesis III (mycobacteria)","StatusTS",0.0101571917363036,0.999019755834011,3.22103855746585,0.893012592089813,66
"231","PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)","StatusTS",-0.0148282264218081,0.999019755834011,1.77581058850518,0.939284106046577,66
"232","PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)","StatusTS",-0.00177595701765525,0.999019755834011,2.66143522529784,0.918849318345177,66
"233","PWY-6435: 4-hydroxybenzoate biosynthesis V","StatusTS",-0.558600909421394,0.999019755834011,0.110534805055084,0.924420487636596,18
"234","PWY-6470: peptidoglycan biosynthesis V (&beta;-lactam resistance)","StatusTS",0.312950015930456,0.999019755834011,4.38153613225441,0.659949887203748,64
"235","PWY-6471: peptidoglycan biosynthesis IV (Enterococcus faecium)","StatusTS",-0.00136455287185267,0.999019755834011,1.35782155992585,0.949001919546582,64
"236","PWY-6478: GDP-D-glycero-&alpha;-D-manno-heptose biosynthesis","StatusTS",1.73899379505901,NA,-0.0484248151347901,0.938310269505169,12
"237","PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation","StatusTS",-0.0141042480670979,0.999019755834011,0.00733970978597473,0.999999999999998,65
"238","PWY-6519: 8-amino-7-oxononanoate biosynthesis I","StatusTS",-0.198268053193178,0.999019755834011,-0.63923554795138,0.889195785248179,63
"239","PWY-6527: stachyose degradation","StatusTS",0.264441413347049,0.999019755834011,13.3293180371318,0.52642864590061,66
"240","PWY-6531: mannitol cycle","StatusTS",-0.23636156618662,0.999019755834011,0.07554233672872,0.973409537787952,45
"241","PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III","StatusTS",-0.233084476406765,0.999019755834011,-2.13676049155519,0.79583003639674,66
"242","PWY-6549: L-glutamine biosynthesis III","StatusTS",-0.083204325468868,0.999019755834011,-0.396862875654343,0.938445012297723,65
"243","PWY-6562: norspermidine biosynthesis","StatusTS",-0.87055449623617,0.999019755834011,-0.143332904074965,0.844887082531795,10
"244","PWY-6572: chondroitin sulfate degradation I (bacterial)","StatusTS",1.23700590610424,0.999019755834011,0.215259691071796,0.659949887203748,16
"245","PWY-6588: pyruvate fermentation to acetone","StatusTS",-0.36085028298743,0.999019755834011,-0.436015522078551,0.871348227380066,50
"246","PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation","StatusTS",-0.0271213740529687,0.999019755834011,-0.326278297111906,0.933298407050208,63
"247","PWY-6595: superpathway of guanosine nucleotides degradation (plants)","StatusTS",0.263719677071522,0.999019755834011,0.441234472644561,0.889195785248179,54
"248","PWY-6606: guanosine nucleotides degradation II","StatusTS",0.335760813402237,0.999019755834011,3.68359058488209,0.621183275879832,66
"249","PWY-6608: guanosine nucleotides degradation III","StatusTS",0.349209919858688,0.999019755834011,7.62119884085807,0.621183275879832,66
"250","PWY-6609: adenine and adenosine salvage III","StatusTS",0.195720644923727,0.999019755834011,19.9826820858249,0.649176472450074,66
"251","PWY-6612: superpathway of tetrahydrofolate biosynthesis","StatusTS",0.22524822996572,0.999019755834011,0.529111787357829,0.918849318345177,56
"252","PWY-6628: superpathway of L-phenylalanine biosynthesis","StatusTS",-0.188307484135315,0.999019755834011,0.138979806070735,0.970243782604118,26
"253","PWY-6629: superpathway of L-tryptophan biosynthesis","StatusTS",-0.331319420470904,0.999019755834011,-0.325429095605386,0.889195785248179,17
"254","PWY-6630: superpathway of L-tyrosine biosynthesis","StatusTS",-0.280603665644363,0.999019755834011,-0.234523796037752,0.900951330065372,17
"255","PWY-6690: cinnamate and 3-hydroxycinnamate degradation to 2-oxopent-4-enoate","StatusTS",-1.7315244881813,0.999019755834011,-0.00525895693140229,0.980290251729823,4
"256","PWY-6700: queuosine biosynthesis","StatusTS",0.0491929977060312,0.999019755834011,4.90800123049972,0.870417125645731,66
"257","PWY-6703: preQ0 biosynthesis","StatusTS",0.0451315490654229,0.999019755834011,1.95512569792759,0.871348227380066,66
"258","PWY-6708: ubiquinol-8 biosynthesis (prokaryotic)","StatusTS",-0.413225023734577,0.999019755834011,0.0263664892568149,0.870417125645731,7
"259","PWY-6731: starch degradation III","StatusTS",-0.0572556134757648,0.999019755834011,0.458533992906021,0.949001919546582,59
"260","PWY-6737: starch degradation V","StatusTS",-0.055443576124029,0.999019755834011,0.187464527036903,0.999722195811331,66
"261","PWY-6749: CMP-legionaminate biosynthesis I","StatusTS",-1.18438254022228,0.999019755834011,0.125796287178894,0.918849318345177,15
"262","PWY-6803: phosphatidylcholine acyl editing","StatusTS",0.0193485334818692,0.999019755834011,0.0459799430231173,0.938445012297723,22
"263","PWY-6823: molybdenum cofactor biosynthesis","StatusTS",-1.90742203816219,NA,-0.152308058166607,0.80432720768037,10
"264","PWY-6837: fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent)","StatusTS",-0.618068077670382,0.999019755834011,-0.0173021142594537,0.871825006428862,6
"265","PWY-6859: all-trans-farnesol biosynthesis","StatusTS",0.0609057257735015,0.999019755834011,0.903420030589735,0.870417125645731,58
"266","PWY-6876: isopropanol biosynthesis","StatusTS",-1.54339164660565,NA,0.0923531018059219,0.870417125645731,11
"267","PWY-6891: thiazole biosynthesis II (Bacillus)","StatusTS",0.295490868793799,0.999019755834011,3.01203646309581,0.818822096499768,65
"268","PWY-6892: thiazole biosynthesis I (E. coli)","StatusTS",0.156914973862626,0.999019755834011,6.82966461884371,0.769867078076531,66
"269","PWY-6895: superpathway of thiamin diphosphate biosynthesis II","StatusTS",-0.0627973584551847,0.999019755834011,-0.713805869490495,0.938445012297723,65
"270","PWY-6897: thiamin salvage II","StatusTS",-0.162915159007708,0.999019755834011,-4.62198928922145,0.659949887203748,66
"271","PWY-6901: superpathway of glucose and xylose degradation","StatusTS",-0.266579174995266,0.999019755834011,-4.3104407367427,0.598124164842797,65
"272","PWY-6936: seleno-amino acid biosynthesis","StatusTS",0.100344017488082,0.999019755834011,5.12056860687339,0.79583003639674,66
"273","PWY-6953: dTDP-3-acetamido-3,6-dideoxy-&alpha;-D-galactose biosynthesis","StatusTS",-2.70710613947076,0.999019755834011,-0.601098165905327,0.818822096499768,6
"274","PWY-6969: TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)","StatusTS",-0.246751827021531,0.999019755834011,-0.40540572131667,0.918849318345177,48
"275","PWY-7003: glycerol degradation to butanol","StatusTS",-0.358388590480817,0.999019755834011,-1.00099479579237,0.870417125645731,50
"276","PWY-7013: L-1,2-propanediol degradation","StatusTS",0.871663346196479,0.999019755834011,4.41244945370654,0.160402739621604,64
"277","PWY-7031: protein N-glycosylation (bacterial)","StatusTS",0,NA,-0.0475798495099444,0.659949887203748,1
"278","PWY-7046: 4-coumarate degradation (anaerobic)","StatusTS",0.000891334037963505,0.999019755834011,0.190169202667354,0.918849318345177,44
"279","PWY-7094: fatty acid salvage","StatusTS",1.3018158807522,0.999019755834011,0.0426330065176853,0.79583003639674,6
"280","PWY-7111: pyruvate fermentation to isobutanol (engineered)","StatusTS",-0.0858951000499526,0.999019755834011,-2.96250193383306,0.903952930176569,66
"281","PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type","StatusTS",-0.3363921404154,0.999019755834011,-2.6430197700979,0.643969790743719,64
"282","PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type","StatusTS",-0.433965704348501,0.999019755834011,-4.73146357830869,0.635868874722512,65
"283","PWY-7165: L-ascorbate biosynthesis VI (engineered pathway)","StatusTS",0.685063859587907,0.999019755834011,0.0132518136115561,0.659949887203748,1
"284","PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I","StatusTS",-0.265722318680545,0.999019755834011,-2.65348385615435,0.769867078076531,66
"285","PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II","StatusTS",-0.191864723354173,0.999019755834011,-3.13154409514071,0.769867078076531,66
"286","PWY-7196: superpathway of pyrimidine ribonucleosides salvage","StatusTS",-0.0873311347788986,0.999019755834011,-0.259733734257773,0.970243782604118,65
"287","PWY-7197: pyrimidine deoxyribonucleotide phosphorylation","StatusTS",-0.278187064442725,0.999019755834011,-1.90626100612727,0.79583003639674,66
"288","PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV","StatusTS",-0.174462448772339,0.999019755834011,-1.37177483751192,0.870417125645731,65
"289","PWY-7199: pyrimidine deoxyribonucleosides salvage","StatusTS",-0.0200859851275555,0.999019755834011,0.343400447927883,0.980290251729823,66
"290","PWY-7200: superpathway of pyrimidine deoxyribonucleoside salvage","StatusTS",-1.54515179993284,0.999019755834011,0.110447180437017,0.918849318345177,4
"291","PWY-7204: pyridoxal 5'-phosphate salvage II (plants)","StatusTS",0.919094181356028,0.999019755834011,0.103890830223057,0.708233645819837,11
"292","PWY-7208: superpathway of pyrimidine nucleobases salvage","StatusTS",-0.0720209700702559,0.999019755834011,-0.00961406877831872,0.999999999999998,66
"293","PWY-7209: superpathway of pyrimidine ribonucleosides degradation","StatusTS",-0.269038089621708,0.999019755834011,-0.999318544907324,0.818822096499768,50
"294","PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP","StatusTS",0.911691289267682,0.999019755834011,1.89834239843887,0.491323969134853,43
"295","PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis","StatusTS",-0.188899827298282,0.999019755834011,-1.49004283280611,0.870417125645731,65
"296","PWY-7219: adenosine ribonucleotides de novo biosynthesis","StatusTS",0.0418525945318168,0.999019755834011,4.57972291470452,0.870417125645731,66
"297","PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II","StatusTS",0.0169724579467172,0.999019755834011,2.73462185739736,0.888571728286214,66
"298","PWY-7221: guanosine ribonucleotides de novo biosynthesis","StatusTS",-0.0112279564145962,0.999019755834011,2.92171835827404,0.918849318345177,66
"299","PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II","StatusTS",0.0169724579467172,0.999019755834011,2.73462185739736,0.888571728286214,66
"300","PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I","StatusTS",-0.239505903226473,0.999019755834011,-3.1170424444981,0.830610349038615,66
"301","PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I","StatusTS",0.010779743389852,0.999019755834011,2.57602220246394,0.889195785248179,66
"302","PWY-7234: inosine-5'-phosphate biosynthesis III","StatusTS",-0.397793785844774,0.999019755834011,-7.14496167379237,0.563735002268578,65
"303","PWY-7237: myo-, chiro- and scillo-inositol degradation","StatusTS",0.242821713152983,0.999019755834011,11.0057490216758,0.52513710968784,64
"304","PWY-7242: D-fructuronate degradation","StatusTS",-0.184077062794278,0.999019755834011,-0.753660789283945,0.918849318345177,66
"305","PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II","StatusTS",-0.0376586979299748,0.999019755834011,0.0442076183019057,0.999999999999998,66
"306","PWY-7254: TCA cycle VII (acetate-producers)","StatusTS",0.592460158348904,0.999019755834011,0.286220500873189,0.871825006428862,19
"307","PWY-7269: NAD/NADP-NADH/NADPH mitochondrial interconversion (yeast)","StatusTS",0.585417945572415,0.999019755834011,0.0120554810923621,0.885896302462109,7
"308","PWY-7279: aerobic respiration II (cytochrome c) (yeast)","StatusTS",0.547906158240058,0.999019755834011,0.00882303880847724,0.908799535041267,5
"309","PWY-7282: 4-amino-2-methyl-5-phosphomethylpyrimidine biosynthesis (yeast)","StatusTS",-0.179759467298948,0.999019755834011,-1.53747795689693,0.910845120826463,59
"310","PWY-7286: 7-(3-amino-3-carboxypropyl)-wyosine biosynthesis","StatusTS",0,NA,-0.275159921024641,0.657990838191183,2
"311","PWY-7288: fatty acid &beta;-oxidation (peroxisome, yeast)","StatusTS",1.68483369573319,0.999019755834011,0.498697673586691,0.531966846687862,20
"312","PWY-7294: xylose degradation IV","StatusTS",-0.660421463948278,0.999019755834011,-0.0119197014566627,0.870417125645731,1
"313","PWY-7312: dTDP-D-&beta;-fucofuranose biosynthesis","StatusTS",0.341624008132134,NA,-0.297747205135464,0.880714218806451,13
"314","PWY-7315: dTDP-N-acetylthomosamine biosynthesis","StatusTS",-0.280678195701926,0.999019755834011,-0.899796293526946,0.918849318345177,53
"315","PWY-7316: dTDP-N-acetylviosamine biosynthesis","StatusTS",-3.52803370398669,0.999019755834011,-0.807938680138713,0.635868874722512,15
"316","PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis","StatusTS",0.11985996907224,0.999019755834011,1.9594152129023,0.862156735606561,66
"317","PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis","StatusTS",-0.232665546806304,0.999019755834011,-0.737545567696307,0.927720574179454,59
"318","PWY-7332: superpathway of UDP-N-acetylglucosamine-derived O-antigen building blocks biosynthesis","StatusTS",-0.00509328099441283,0.999019755834011,-0.731121351557546,0.918849318345177,23
"319","PWY-7345: superpathway of anaerobic sucrose degradation","StatusTS",0,NA,-0.362502575853122,0.659949887203748,1
"320","PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)","StatusTS",0.15604823743814,0.999019755834011,10.6996483126403,0.659949887203748,66
"321","PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II","StatusTS",-0.19376180459626,0.999019755834011,-0.0368664613145989,0.983854066436667,36
"322","PWY-7374: 1,4-dihydroxy-6-naphthoate biosynthesis I","StatusTS",0,NA,-0.0157732341337428,0.870417125645731,1
"323","PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)","StatusTS",-0.338726146407669,0.999019755834011,-3.07868857071112,0.649176472450074,65
"324","PWY-7384: anaerobic energy metabolism (invertebrates, mitochondrial)","StatusTS",1.35549158286226,0.999019755834011,0.159443668241247,0.621183275879832,3
"325","PWY-7385: 1,3-propanediol biosynthesis (engineered)","StatusTS",0.167180816820526,NA,0.161612896158907,0.881138672268458,9
"326","PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)","StatusTS",-0.197352295688314,0.999019755834011,-0.442511146561571,0.949001919546582,64
"327","PWY-7389: superpathway of anaerobic energy metabolism (invertebrates)","StatusTS",1.88804554379462,0.999019755834011,0.225125329041922,0.598124164842797,3
"328","PWY-7392: taxadiene biosynthesis (engineered)","StatusTS",-0.252838249213433,0.999019755834011,0.00508430360801463,0.999999999999998,53
"329","PWY-7399: methylphosphonate degradation II","StatusTS",-0.0592071271916223,0.999019755834011,2.22070887058629e-17,0.999999999999998,1
"330","PWY-7400: L-arginine biosynthesis IV (archaebacteria)","StatusTS",0.0157182212784678,0.999019755834011,2.75172006240452,0.918849318345177,66
"331","PWY-7409: phospholipid remodeling (phosphatidylethanolamine, yeast)","StatusTS",0.0972576810570998,0.999019755834011,0.00221872976818061,0.918849318345177,2
"332","PWY-7446: sulfoglycolysis","StatusTS",0.233993726919756,0.999019755834011,0.011276872260203,0.930930187459637,5
"333","PWY-7456: mannan degradation","StatusTS",-0.0885873706042238,0.999019755834011,-0.361566582405188,0.959474582872214,65
"334","PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)","StatusTS",0.078589511878287,0.999019755834011,1.10049341480059,0.918849318345177,65
"335","PWY-7560: methylerythritol phosphate pathway II","StatusTS",-0.534190926921131,0.999019755834011,-4.63597564689857,0.635868874722512,60
"336","PWY-7616: methanol oxidation to carbon dioxide","StatusTS",2.92030716574862,0.999019755834011,0.0192143986053164,0.967622829302523,10
"337","PWY-7663: gondoate biosynthesis (anaerobic)","StatusTS",-0.147560703422063,0.999019755834011,-1.40627577712775,0.889195785248179,66
"338","PWY-7664: oleate biosynthesis IV (anaerobic)","StatusTS",-0.22987865301987,0.999019755834011,-0.976714366993299,0.871348227380066,63
"339","PWY-821: superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)","StatusTS",3.64207834310157,0.999019755834011,1.28059543933811,0.649176472450074,20
"340","PWY-841: superpathway of purine nucleotides de novo biosynthesis I","StatusTS",-0.193892822001826,0.999019755834011,-3.41454159780318,0.818822096499768,66
"341","PWY-922: mevalonate pathway I","StatusTS",-1.63082601491731,0.999019755834011,-0.0269812606712994,0.659949887203748,1
"342","PWY0-1061: superpathway of L-alanine biosynthesis","StatusTS",-0.404339889909487,0.999019755834011,-6.85978671800904,0.530117372240246,66
"343","PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis","StatusTS",-0.544013995791232,0.999019755834011,-0.508767243347202,0.870417125645731,54
"344","PWY0-1261: anhydromuropeptides recycling","StatusTS",-0.266929585836583,0.999019755834011,-2.80804267246059,0.818822096499768,65
"345","PWY0-1277: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation","StatusTS",0.52329353201152,0.999019755834011,-0.0110847191849144,0.973409537787952,3
"346","PWY0-1296: purine ribonucleosides degradation","StatusTS",0.260133788381954,0.999019755834011,22.1601330735872,0.598124164842797,66
"347","PWY0-1297: superpathway of purine deoxyribonucleosides degradation","StatusTS",0.40872767512851,0.999019755834011,3.57199949872815,0.659949887203748,65
"348","PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation","StatusTS",0.0685189844390046,0.999019755834011,0.377371021652161,0.918849318345177,56
"349","PWY0-1319: CDP-diacylglycerol biosynthesis II","StatusTS",0.127703100345508,0.999019755834011,8.80993106413141,0.769867078076531,66
"350","PWY0-1338: polymyxin resistance","StatusTS",-0.149305082383591,0.999019755834011,-0.00966334715929501,0.938310269505169,5
"351","PWY0-1415: superpathway of heme biosynthesis from uroporphyrinogen-III","StatusTS",0.0903133198667324,0.999019755834011,-0.0220263913348176,0.970243782604118,18
"352","PWY0-1479: tRNA processing","StatusTS",-0.50904379499242,0.999019755834011,-2.82266070641891,0.488123774138861,61
"353","PWY0-1533: methylphosphonate degradation I","StatusTS",-0.0591912526595204,0.999019755834011,2.9894157873277e-18,0.999999999999998,1
"354","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","StatusTS",-0.0676645366211785,0.999019755834011,-1.45664043340823,0.935415381722467,66
"355","PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis","StatusTS",-0.20318282891884,0.999019755834011,-2.64100037874893,0.725321598661729,66
"356","PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)","StatusTS",-0.210132337499157,0.999019755834011,-3.3653595303873,0.71677659013225,66
"357","PWY0-41: allantoin degradation IV (anaerobic)","StatusTS",-0.0592071271916223,0.999019755834011,2.22070887058629e-17,0.999999999999998,1
"358","PWY0-42: 2-methylcitrate cycle I","StatusTS",-2.12069846050819,0.999019755834011,-0.0498917273422266,0.918849318345177,10
"359","PWY0-781: aspartate superpathway","StatusTS",-0.185326600489969,0.999019755834011,-3.03866949668582,0.751212436275479,62
"360","PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage","StatusTS",-0.267393424366753,0.999019755834011,-1.31588400923618,0.890709619807061,59
"361","PWY0-862: (5Z)-dodec-5-enoate biosynthesis","StatusTS",-0.240426826382223,0.999019755834011,-0.977949051296568,0.870417125645731,63
"362","PWY0-881: superpathway of fatty acid biosynthesis I (E. coli)","StatusTS",0.948708174871345,0.999019755834011,0.451452273721876,0.732427345155141,11
"363","PWY1F-823: leucopelargonidin and leucocyanidin biosynthesis","StatusTS",0.45029290641744,0.999019755834011,0.00523447052654634,0.870417125645731,1
"364","PWY1G-0: mycothiol biosynthesis","StatusTS",-0.933368667715747,NA,-0.0126801101438257,0.918849318345177,2
"365","PWY3DJ-35471: L-ascorbate biosynthesis IV","StatusTS",-2.00189846684831,0.999019755834011,0.0094393149813249,0.973409537787952,4
"366","PWY3O-1109: superpathway of 4-hydroxybenzoate biosynthesis (yeast)","StatusTS",0.219438537584507,0.999019755834011,0.00461478305901867,0.882594064892021,2
"367","PWY3O-355: stearate biosynthesis III (fungi)","StatusTS",1.39846648417032,0.999019755834011,0.235724536740991,0.652913458013989,13
"368","PWY490-3: nitrate reduction VI (assimilatory)","StatusTS",-1.68929756143464,0.999019755834011,-0.0556090837597262,0.659949887203748,6
"369","PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)","StatusTS",0.150817028694548,0.999019755834011,5.43316890093945,0.659949887203748,66
"370","PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)","StatusTS",0.150817028694548,0.999019755834011,5.43316890093945,0.659949887203748,66
"371","PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)","StatusTS",-0.0075220167031226,0.999019755834011,-0.0223233973644099,0.991872957008186,41
"372","PWY66-367: ketogenesis","StatusTS",0.122729918467502,0.999019755834011,0.00295128858293388,0.873278087721262,2
"373","PWY66-388: fatty acid &alpha;-oxidation III","StatusTS",0.467557648840843,0.999019755834011,0.0131585888308886,0.870417125645731,1
"374","PWY66-389: phytol degradation","StatusTS",-0.548149048234104,0.999019755834011,0.100716168430701,0.918849318345177,15
"375","PWY66-391: fatty acid &beta;-oxidation VI (peroxisome)","StatusTS",1.5653461701733,0.999019755834011,0.661273474593324,0.491323969134853,20
"376","PWY66-398: TCA cycle III (animals)","StatusTS",0.591553187842274,0.999019755834011,0.124040915153102,0.871348227380066,13
"377","PWY66-399: gluconeogenesis III","StatusTS",-0.30747964119017,0.999019755834011,-2.86669093657078,0.659949887203748,64
"378","PWY66-400: glycolysis VI (metazoan)","StatusTS",-0.27061760576565,0.999019755834011,-6.84648519773419,0.659949887203748,66
"379","PWY66-409: superpathway of purine nucleotide salvage","StatusTS",0.0764545242317261,0.999019755834011,0.604434725528608,0.95225688387906,65
"380","PWY66-422: D-galactose degradation V (Leloir pathway)","StatusTS",0.109249438609088,0.999019755834011,7.81613583024264,0.769867078076531,66
"381","PWYG-321: mycolate biosynthesis","StatusTS",-0.227840016757942,0.999019755834011,-0.993827955395737,0.880714218806451,63
"382","PYRIDNUCSAL-PWY: NAD salvage pathway I","StatusTS",-0.220823789513718,0.999019755834011,-1.77327520830457,0.890709619807061,58
"383","PYRIDNUCSYN-PWY: NAD biosynthesis I (from aspartate)","StatusTS",0.0115858346195137,0.999019755834011,2.16552767832587,0.889195785248179,66
"384","PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I","StatusTS",-0.387329124168698,0.999019755834011,-1.72039686912637,0.870417125645731,59
"385","REDCITCYC: TCA cycle VIII (helicobacter)","StatusTS",-0.271251817181937,0.999019755834011,0.0334354616733709,0.956414416885108,14
"386","RHAMCAT-PWY: L-rhamnose degradation I","StatusTS",0.0495591231576775,0.999019755834011,1.26722771776359,0.870417125645731,66
